clean_text,label
earthquake near whitefield bangalore,earthquake
indiranagar metro station pe flood ho gaya,flood
medium crime near silk board bangalore,crime
hebbal flyover alli building collapse aagide,building collapse
medium gas leak near tumkur road,gas leak
flood near tumkur road three people injured,flood
mg road bangalore pe gas leak ho gaya,gas leak
low flood near majestic bus stand,flood
medium gas leak near tumkur road,gas leak
help fire happening at majestic bus stand,fire
gas leak near majestic bus stand,gas leak
medium crime near tumkur road,crime
building collapse near majestic bus stand two people injured,building collapse
help crime happening at tumkur road,crime
hebbal flyover alli earthquake aagide,earthquake
building collapse near tumkur road,building collapse
medium building collapse near whitefield bangalore,building collapse
tumkur road pe accident ho gaya,accident
help accident happening at whitefield bangalore,accident
medium building collapse near nh48 highway,building collapse
earthquake near whitefield bangalore,earthquake
help earthquake happening at electronic city,earthquake
help accident happening at tumkur road,accident
help fire happening at silk board bangalore,fire
hello there is a fire near tumkur road,fire
medium flood near kr market bangalore,flood
whitefield bangalore alli gas leak aagide,gas leak
building collapse near whitefield bangalore,building collapse
hello there is a accident near whitefield bangalore,accident
silk board bangalore alli accident aagide,accident
earthquake near tumkur road,earthquake
high earthquake near majestic bus stand,earthquake
silk board bangalore pe fire ho gaya,fire
electronic city pe gas leak ho gaya,gas leak
low earthquake near mg road bangalore,earthquake
gas leak near whitefield bangalore two people injured,gas leak
hello there is a building collapse near electronic city,building collapse
accident near majestic bus stand two people injured,accident
help flood happening at mg road bangalore,flood
help crime happening at hebbal flyover,crime
medium earthquake near silk board bangalore,earthquake
hello there is a gas leak near hebbal flyover,gas leak
silk board bangalore alli fire aagide,fire
fire near nh48 highway,fire
indiranagar metro station pe accident ho gaya,accident
high flood near hebbal flyover,flood
crime near nh48 highway,crime
help earthquake happening at nh48 highway,earthquake
building collapse near electronic city several people injured,building collapse
hebbal flyover alli building collapse aagide,building collapse
medium accident near nh48 highway,accident
earthquake near indiranagar metro station,earthquake
mg road bangalore pe building collapse ho gaya,building collapse
medium crime near tumkur road,crime
crime near majestic bus stand,crime
hebbal flyover alli building collapse aagide,building collapse
low earthquake near indiranagar metro station,earthquake
fire near electronic city several people injured,fire
silk board bangalore pe crime ho gaya,crime
electronic city pe gas leak ho gaya,gas leak
high earthquake near tumkur road,earthquake
flood near electronic city,flood
medium gas leak near kr market bangalore,gas leak
high fire near majestic bus stand,fire
gas leak near silk board bangalore several people injured,gas leak
high earthquake near silk board bangalore,earthquake
kr market bangalore pe earthquake ho gaya,earthquake
electronic city alli crime aagide,crime
medium building collapse near silk board bangalore,building collapse
electronic city alli gas leak aagide,gas leak
flood near silk board bangalore several people injured,flood
help crime happening at kr market bangalore,crime
tumkur road alli gas leak aagide,gas leak
majestic bus stand alli crime aagide,crime
low fire near indiranagar metro station,fire
hello there is a gas leak near whitefield bangalore,gas leak
whitefield bangalore alli fire aagide,fire
help gas leak happening at mg road bangalore,gas leak
earthquake near hebbal flyover,earthquake
high earthquake near nh48 highway,earthquake
earthquake near majestic bus stand,earthquake
medium flood near kr market bangalore,flood
mg road bangalore pe fire ho gaya,fire
flood near electronic city one person injured,flood
accident near mg road bangalore one person injured,accident
hello there is a crime near silk board bangalore,crime
help building collapse happening at whitefield bangalore,building collapse
earthquake near electronic city,earthquake
high building collapse near electronic city,building collapse
help accident happening at electronic city,accident
fire near hebbal flyover two people injured,fire
low fire near silk board bangalore,fire
medium gas leak near tumkur road,gas leak
low fire near whitefield bangalore,fire
accident near indiranagar metro station one person injured,accident
crime near silk board bangalore,crime
help fire happening at electronic city,fire
hello there is a accident near mg road bangalore,accident
help gas leak happening at nh48 highway,gas leak
earthquake near whitefield bangalore two people injured,earthquake
hello there is a gas leak near silk board bangalore,gas leak
fire near kr market bangalore three people injured,fire
help earthquake happening at tumkur road,earthquake
accident near indiranagar metro station,accident
nh48 highway pe building collapse ho gaya,building collapse
flood near electronic city,flood
help gas leak happening at hebbal flyover,gas leak
medium fire near whitefield bangalore,fire
gas leak near mg road bangalore three people injured,gas leak
help accident happening at mg road bangalore,accident
help accident happening at whitefield bangalore,accident
flood near whitefield bangalore,flood
mg road bangalore pe building collapse ho gaya,building collapse
earthquake near mg road bangalore one person injured,earthquake
help earthquake happening at hebbal flyover,earthquake
hello there is a fire near silk board bangalore,fire
help gas leak happening at indiranagar metro station,gas leak
hello there is a building collapse near kr market bangalore,building collapse
accident near indiranagar metro station,accident
majestic bus stand alli crime aagide,crime
hello there is a flood near silk board bangalore,flood
majestic bus stand pe gas leak ho gaya,gas leak
whitefield bangalore pe gas leak ho gaya,gas leak
help building collapse happening at mg road bangalore,building collapse
hello there is a accident near mg road bangalore,accident
medium accident near hebbal flyover,accident
whitefield bangalore pe accident ho gaya,accident
